Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_413895	hCoV-19/Guangdong/DG-S6-P0055/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413901	hCoV-19/Guangdong/ZQ-S2-P0061/2020	Asia / China /Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413890	hCoV-19/Guangdong/FS-S34-P0015/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413891	hCoV-19/Guangdong/FS-S29-P0051/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413899	hCoV-19/Guangdong/ZH-N22-P0059/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413865	hCoV-19/Guangdong/GDSZ202013-P0014/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413877	hCoV-19/Guangdong/GD2020241-P0013/2020	Asia / China / Guangdong	2020-02-09	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413876	hCoV-19/Guangdong/GDFS2020056-P0044/2020	Asia / China / Guangdong	2020-02-10	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413898	hCoV-19/Guangdong/ZH-S33-P0058/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413881	hCoV-19/Guangdong/GDSZ202009-P0032/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413878	hCoV-19/Guangdong/GD2020258-P0018/2020	Asia / China / Guangdong	2020-02-09	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413892	hCoV-19/Guangdong/FS-S30-P0052/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413894	hCoV-19/Guangdong/DG-S2-P0054/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413900	hCoV-19/Guangdong/ZS-S6-P0060/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413880	hCoV-19/Guangdong/GD2020227-P0029/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413897	hCoV-19/Guangdong/SZ-N128-P0057/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413896	hCoV-19/Guangdong/DG-S41-P0056/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413879	hCoV-19/Guangdong/GDSZ202004-P0004/2020	Asia / China / Guangdong	2020-02-05	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_414373	hCoV-19/Iran/Qom257540/2020	Asia / Iran / Qom	2020-02-16	Iran National Influenza Center	Iran National Influenza Center	Kaveh Sadeghi, Jila Yavarian, Nazanin Zahra Shafiei Jandaghi, Ahmad Nejati, Najmeh Parhizghari, Soad Ghabeshi and Talat Mokhtari Azad
EPI_ISL_414372	hCoV-19/Iran/Qom257524/2020	Asia / Iran / Qom	2020-02-17	Iran National Influenza Center	Iran National Influenza Center	Jila Yavarian, Nazanin Zahra Shafiei Jandaghi, Kaveh Sadeghi, Fatemeh Ajaminejad, Fatemeh Saadatmand and Talat Mokhtari Azad
EPI_ISL_414374	hCoV-19/Iran/Qom257526/2020	Asia / Iran / Qom	2020-02-17	Iran National Influenza Center	Iran National Influenza Center	Jila Yavarian, Nazanin Zahra Shafiei Jandaghi, Kaveh Sadeghi, Saeedeh Mahfozi, Simin Abbasi and Talat Mokhtari Azad
EPI_ISL_413870	hCoV-19/Guangdong/FS-S48-P0047/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413873	hCoV-19/Guangdong/GZ-S6-P0050/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413868	hCoV-19/Guangdong/DG-S9-P0045/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413883	hCoV-19/Guangdong/GD2020134-P0031/2020	Asia / China / Guangdong	2020-02-02	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_413871	hCoV-19/Guangdong/MM-S1-P0048/2020	Asia / China / Guangdong	2020-02-28	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	Jing Lu, Louis du Plessis, Liu Zhe, Jiufeng Sun, Sarah François, Huifang Lin, Moritz Kraemer, Jingju Peng, Qianlin Xiong, Runyu Yuan, Lilian Zeng, Pingping Zhou, Chuming Liang, Tao Liu, Wei Li, Juan Su, Huanying Zheng, Kang Min, Song Tie, Bo Peng, Shisong Fang, Wenzhe Su, Kuibiao Li, Ruilin Sun, Ru bai, Xi Tang, Minfeng Liang, Nuno Faria, Josh Quick, Andrew Rambaut, Verity Hill, Wenjun Ma, Nick Loman, Oliver Pybus, Changwen Ke
EPI_ISL_412965	hCoV-19/Canada/BC_37_0-2/2020	North America / Canada / British Columbia	2020-02-16	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan, Prystajecky, Krajden, Lee, Kamelian, Lapointe, Choi, Hoang, Sekirov, Levett, Tyson, Loman, Quick, Li, Gilmour
EPI_ISL_410544	hCoV-19/pangolin/Guangdong/P2S/2019	Asia / China / Guangdong	2019	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_410543	hCoV-19/pangolin/Guangxi/P3B/2017	Asia / China / Guangxi	2017	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Wu-Chun Cao; Tommy Tsan-Yuk Lam; Na Jia; Ya-Wei Zhang; Jia-Fu Jiang; Bao-Gui Jiang
EPI_ISL_408978	hCoV-19/Wuhan/WH05/2020	Asia / China / Hubei / Wuhan	2020-02-07	Wuhan Fourth Hospital	Beijing Genomics Institute (BGI)	Weijun Chen
EPI_ISL_406799	hCoV-19/Wuhan/WH02/2019	Asia / China / Wuhan	2019-12-31	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu
EPI_ISL_414375	hCoV-19/Indonesia/NIHRD651/2020	Asia / Indonesia / Depok	2020-03-01	National Institute of Health Research and Development	National Institute of Health Research and Development	Setiawaty,V; Subangkit; Puspa,KD; Ikawati,HD; Nugraha, AA; Susilarini, NK; Agustiningsih; Ramadhany,R; Pratiwi,E; Hariastuti,NI; Kurniawati,J; Pawestri,HA; Siswanto
EPI_ISL_413219	hCoV-19/Indonesia/NIHRD-N206/2020	Asia / Indonesia / West Java / Indramayu	2020-03-02	National Institute of Health Research and Development	National Institute of Health Research and Development	Setiawaty,V; Subangkit; Pawestri,HA; Puspa,KD; Ikawati,HD; Nugraha,AA; Hariastuti,NI; Ramadhany,R; Susilarini,NK; Pratiwi,E; Agustiningsih; Kurniawati,J; Siswanto
EPI_ISL_408485	hCoV-19/Beijing/IVDC-BJ-005/2020	Asia / China / Beijing	2020-01-18	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan,Quanyi Wang,Wenling Wang, Peihua Niu,Roujian Lu,Yang Pan,Xiang Zhao,Baoying Huang,Li Zhao,Fei Ye,Wenbo Xu,George F. Gao,Guizhen Wu
EPI_ISL_408513	hCoV-19/Wuhan/IVDC-HB-envB5/2020	Asia / China / Hubei / Wuhan	2020-01-01	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	William J. Liu, Peipei Liu, Xiang Zhao, Peihua Niu, Yingze Zhao, Wenwen Lei, Ziqian Xu, Beiwei Ye, Weifeng Shi, Roujian Lu, Wenjie Tan, Zhixiao Chen, Yuchao Wu, Juan Song, Dayan Wang, Jun Han, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_408483	hCoV-19/Shanghai/IVDC-SH-001/2020	Asia / China / Shanghai	2020-01-20	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan，Zhen Teng,Xiang Zhao，Wenling Wang， Peihua Niu，Roujian Lu,Chongshan Li,Baoying Huang，Li Zhao，Fei Ye，Wenbo Xu，George F. Gao，Guizhen Wu
EPI_ISL_408487	hCoV-19/Henan/IVDC-HeN-002/2020	Asia / China / Henan / Zhengzhou	2020-01-20	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, China CDC	Wenjie Tan, Jin Xu, Wenling Wang, Peihua Niu, Roujian Lu, Xueyong Huang, Xiang Zhao, Baoying Huang, Li Zhao, Fei Ye, Wenbo Xu, George F. Gao, Guizhen Wu
EPI_ISL_402124	hCoV-19/Wuhan/WIV04/2019	Asia / China / Hubei / Wuhan	2019-12-30	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Peng Zhou, Xing-Lou Yang, Ding-Yu Zhang, Lei Zhang, Yan Zhu, Hao-Rui Si, Zhengli Shi
EPI_ISL_402123	hCoV-19/Wuhan/IPBCAMS-WH-01/2019	Asia / China / Hubei / Wuhan	2019-12-24	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Lili Ren, Jianwei Wang, Qi Jin, Zichun Xiang, Zhiqiang Wu, Chao Wu, Yiwei Liu
EPI_ISL_402120	hCoV-19/Wuhan/IVDC-HB-04/2020	Asia / China / Hubei / Wuhan	2020-01-01	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Wenjie Tan，Xiang Zhao，Wenling Wang，Xuejun Ma，Yongzhong Jiang，Roujian Lu，Ji Wang，Weimin Zhou，Peihua Niu，Peipei Liu，Faxian Zhan，Weifeng Shi，Baoying Huang，Jun Liu，Li Zhao，Yao Meng，Xiaozhou He，Fei Ye，Na Zhu，Yang Li，Jing Chen，Wenbo Xu，George F. Gao，Guizhen Wu
EPI_ISL_402119	hCoV-19/Wuhan/IVDC-HB-01/2019	Asia / China / Hubei / Wuhan	2019-12-30	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Wenjie Tan，Xiang Zhao，Wenling Wang，Xuejun Ma，Yongzhong Jiang，Roujian Lu, Ji Wang, Weimin Zhou，Peihua Niu，Peipei Liu，Faxian Zhan，Weifeng Shi，Baoying Huang，Jun Liu，Li Zhao，Yao Meng，Xiaozhou He，Fei Ye，Na Zhu，Yang Li，Jing Chen，Wenbo Xu，George F. Gao，Guizhen Wu
EPI_ISL_402121	hCoV-19/Wuhan/IVDC-HB-05/2019	Asia / China / Hubei / Wuhan	2019-12-30	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Wenjie Tan，Xuejun Ma，Xiang Zhao，Wenling Wang，Yongzhong Jiang，Roujian Lu，Ji Wang，Peihua Niu, Weimin Zhou, Faxian Zhan，Weifeng Shi，Baoying Huang，Jun Liu，Li Zhao，Yao Meng，Fei Ye，Na Zhu, Xiaozhou He，Peipei Liu, Yang Li，Jing Chen，Wenbo Xu，George F. Gao，Guizhen Wu
EPI_ISL_402128	hCoV-19/Wuhan/WIV05/2019	Asia / China / Hubei / Wuhan	2019-12-30	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Peng Zhou, Xing-Lou Yang, Ding-Yu Zhang, Lei Zhang, Yan Zhu, Hao-Rui Si, Zhengli Shi
EPI_ISL_402125	hCoV-19/Wuhan-Hu-1/2019	Asia / China	2019-12-31	unknown	National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC)	Zhang,Y.-Z., Wu,F., Chen,Y.-M., Pei,Y.-Y., Xu,L., Wang,W., Zhao,S., Yu,B., Hu,Y., Tao,Z.-W., Song,Z.-G., Tian,J.-H., Zhang,Y.-L., Liu,Y., Zheng,J.-J., Dai,F.-H., Wang,Q.-M., She,J.-L. and Zhu,T.-Y.
EPI_ISL_402126	hCoV-19/Kanagawa/1/2020	Asia / Japan / Kanagawa	2020-01-14	Dept. of Virology III, National Institute of Infectious Diseases	Dept. of Virology III, National Institute of Infectious Diseases	Naganori Nao, Kazuya Shirato, Shutoku Matsuyama, Makoto Takeda
EPI_ISL_403962	hCoV-19/Nonthaburi/61/2020	Asia / Thailand / Nonthaburi	2020-01-08	Bamrasnaradura Hospital	1. Department of Medical Sciences, Ministry of Public Health, Thailand 2. Thai Red Cross Emerging Infectious Diseases - Health Science Centre 3. Department of Disease Control, Ministry of Public Health, Thailand	Pilailuk,Okada; Siripaporn,Phuygun; Thanutsapa,Thanadachakul; Supaporn,Wacharapluesadee; Sittiporn,Parnmen; Warawan,Wongboot; Sunthareeya,Waicharoen; Rome,Buathong; Malinee,Chittaganpitch; Nanthawan,Mekha
