sequenceID	source.name	length	isolate	host_species	collection_year	collection_month	collection_month_day	submission_year	submission_month	submission_month_day	place_sampled	m49_country.display_name	m49_country.m49_sub_region.display_name	m49_country.m49_region.display_name	gisaid_passage_details	gisaid_status_code	gisaid_status_comment	gisaid_originating_lab	gisaid_submitting_lab	gisaid_authors	analyse_variation	ref_tree_candidate	include_in_ref_tree	cdhit_cluster	num_ns	longest_n_run	num_bivalent_ambigs	num_trivalent_ambigs	num_hyphens	num_whitespace	num_other	uncorrected_illegals	num_unique_snps
EPI_ISL_419816	cov-gisaid	29899	Australia/VIC46/2020	Human	2020	MAR	11	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	12	0	0	0	0	0	false	0
EPI_ISL_419817	cov-gisaid	29865	Australia/VIC102/2020	Human	2020	MAR	16	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	123	22	0	0	0	0	0	false	0
EPI_ISL_419818	cov-gisaid	29873	Australia/VIC104/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	7	0	0	0	0	0	false	2
EPI_ISL_419819	cov-gisaid	29902	Australia/VIC105/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	11	0	0	0	0	0	false	1
EPI_ISL_419820	cov-gisaid	29873	Australia/VIC106/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	1
EPI_ISL_419821	cov-gisaid	29893	Australia/VIC112/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419822	cov-gisaid	29892	Australia/VIC113/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	15	1	0	0	0	0	false	0
EPI_ISL_419823	cov-gisaid	29901	Australia/VIC130/2020	Human	2020	MAR	21	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_419824	cov-gisaid	29899	Australia/VIC131/2020	Human	2020	MAR	21	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	5	2	0	0	0	0	0	false	0
EPI_ISL_419825	cov-gisaid	29891	Australia/VIC132/2020	Human	2020	MAR	22	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	info	Gap of 3 nucleotides when compared to the reference sequence.	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	10	10	0	0	0	0	0	false	1
EPI_ISL_419826	cov-gisaid	29827	Australia/VIC51/2020	Human	2020	MAR	12	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	1	1	0	0	0	0	0	false	0
EPI_ISL_419827	cov-gisaid	29899	Australia/VIC134/2020	Human	2020	MAR	22	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	2	2	0	0	0	0	0	false	0
EPI_ISL_419828	cov-gisaid	29865	Australia/VIC135/2020	Human	2020	MAR	22	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	4	3	1	0	0	0	0	false	0
EPI_ISL_419829	cov-gisaid	29890	Australia/VIC136/2020	Human	2020	MAR	22	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	4	4	0	0	0	0	0	false	0
EPI_ISL_419830	cov-gisaid	29855	Australia/VIC137/2020	Human	2020	MAR	22	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_419831	cov-gisaid	29865	Australia/NT01/2020	Human	2020	FEB	21	2020	APR	3	Oceania / Australia / Northern Territory	Australia	Australia and New Zealand	Oceania	Original	normal	-	Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann, E., Seemann T., Sait, M., Schultz M., Caly L., Druce J.	true	true	false	0	11	11	0	0	0	0	0	false	0
EPI_ISL_419832	cov-gisaid	29865	Australia/NT02/2020	Human	2020	FEB	21	2020	APR	3	Oceania / Australia / Northern Territory	Australia	Australia and New Zealand	Oceania	Original	normal	-	Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann, E., Seemann T., Sait, M., Schultz M., Caly L., Druce J.	true	true	false	0	12	12	0	0	0	0	0	false	1
EPI_ISL_419833	cov-gisaid	29865	Australia/NT04/2020	Human	2020	FEB	22	2020	APR	3	Oceania / Australia / Northern Territory	Australia	Australia and New Zealand	Oceania	Original	normal	Stretches of NNNs (1.07% of overall sequence).	Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann, E., Seemann T., Sait, M., Schultz M., Caly L., Druce J.	true	true	true	52	320	34	1	0	0	0	0	false	0
EPI_ISL_419834	cov-gisaid	29899	Australia/VIC138/2020	Human	2020	FEB	23	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	8	8	0	0	0	0	0	false	0
EPI_ISL_419835	cov-gisaid	29894	Australia/NT05/2020	Human	2020	FEB	24	2020	APR	3	Oceania / Australia / Northern Territory	Australia	Australia and New Zealand	Oceania	Original	normal	-	Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann, E., Seemann T., Sait, M., Schultz M., Caly L., Druce J.	true	true	false	0	17	17	0	0	0	0	0	false	0
EPI_ISL_419836	cov-gisaid	29887	Australia/VIC139/2020	Human	2020	MAR	15	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	0	0	0	0	0	0	false	0
EPI_ISL_419837	cov-gisaid	29898	Australia/VIC140/2020	Human	2020	MAR	16	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	info	Gap of 2 nucleotides when compared to the reference sequence.	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	17	17	0	0	0	0	0	false	1
EPI_ISL_419838	cov-gisaid	29902	Australia/VIC141/2020	Human	2020	MAR	16	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	19	0	0	0	0	0	false	0
EPI_ISL_419839	cov-gisaid	29902	Australia/VIC142/2020	Human	2020	MAR	16	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	18	18	0	0	0	0	0	false	1
EPI_ISL_419840	cov-gisaid	29899	Australia/VIC143/2020	Human	2020	MAR	16	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	19	0	0	0	0	0	false	0
EPI_ISL_419841	cov-gisaid	29865	Australia/VIC144/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	11	0	0	0	0	0	false	0
EPI_ISL_419842	cov-gisaid	29901	Australia/VIC145/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	19	0	0	0	0	0	false	1
EPI_ISL_419843	cov-gisaid	29899	Australia/VIC146/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	10	1	0	0	0	0	false	0
EPI_ISL_419844	cov-gisaid	29894	Australia/VIC147/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	23	19	0	0	0	0	0	false	0
EPI_ISL_419845	cov-gisaid	29895	Australia/VIC148/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	7	7	0	0	0	0	0	false	0
EPI_ISL_419846	cov-gisaid	29865	Australia/VIC149/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	15	0	0	0	0	0	false	3
EPI_ISL_419847	cov-gisaid	29865	Australia/VIC150/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	2	0	0	0	0	false	1
EPI_ISL_419848	cov-gisaid	29865	Australia/VIC151/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	32	32	0	0	0	0	0	false	0
EPI_ISL_419849	cov-gisaid	29887	Australia/VIC152/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	3	0	0	0	0	0	false	0
EPI_ISL_419850	cov-gisaid	29902	Australia/VIC153/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	25	25	0	0	0	0	0	false	0
EPI_ISL_419851	cov-gisaid	29865	Australia/VIC154/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419852	cov-gisaid	29895	Australia/VIC155/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	20	19	0	0	0	0	0	false	0
EPI_ISL_419853	cov-gisaid	29865	Australia/VIC156/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	10	10	0	0	0	0	0	false	0
EPI_ISL_419854	cov-gisaid	29899	Australia/VIC157/2020	Human	2020	MAR	17	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	26	1	0	0	0	0	0	false	0
EPI_ISL_419855	cov-gisaid	29902	Australia/VIC158/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	16	16	0	0	0	0	0	false	2
EPI_ISL_419856	cov-gisaid	29864	Australia/VIC159/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	28	28	0	0	0	0	0	false	0
EPI_ISL_419857	cov-gisaid	29896	Australia/VIC160/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419858	cov-gisaid	29866	Australia/VIC161/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	warn	Long stretches of NNNs (6.41% of overall sequence).	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	false	false	-	-	1914	60	0	0	0	0	0	false	2
EPI_ISL_419859	cov-gisaid	29900	Australia/VIC162/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	18	18	0	0	0	0	0	false	0
EPI_ISL_419860	cov-gisaid	29900	Australia/VIC163/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	14	14	0	0	0	0	0	false	0
EPI_ISL_419861	cov-gisaid	29894	Australia/VIC164/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	146	283	74	0	0	0	0	0	false	1
EPI_ISL_419862	cov-gisaid	29873	Australia/VIC165/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	18	17	0	0	0	0	0	false	0
EPI_ISL_419863	cov-gisaid	29864	Australia/VIC166/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	17	17	0	0	0	0	0	false	2
EPI_ISL_419864	cov-gisaid	29865	Australia/VIC167/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	13	1	0	0	0	0	false	0
EPI_ISL_419865	cov-gisaid	29891	Australia/VIC168/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	36	15	0	0	0	0	0	false	0
EPI_ISL_419866	cov-gisaid	29867	Australia/VIC169/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	17	17	0	0	0	0	0	false	0
EPI_ISL_419867	cov-gisaid	29864	Australia/VIC170/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	15	1	0	0	0	0	false	0
EPI_ISL_419868	cov-gisaid	29849	Australia/VIC171/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	13	0	0	0	0	0	false	2
EPI_ISL_419869	cov-gisaid	29891	Australia/VIC172/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419870	cov-gisaid	29893	Australia/VIC173/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	4	4	0	0	0	0	0	false	0
EPI_ISL_419871	cov-gisaid	29892	Australia/VIC174/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	15	0	0	0	0	0	false	0
EPI_ISL_419872	cov-gisaid	29865	Australia/VIC175/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	18	1	0	0	0	0	false	2
EPI_ISL_419873	cov-gisaid	29897	Australia/VIC176/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	25	1	0	0	0	0	0	false	0
